selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
395	teoría	55	252.93	7619	17.93	14.20	189.26	31			desconocido
396	predecir	74	340.30	10259	24.15	14.19	254.53	32			desconocido
397	clúster	11	50.59	1526	3.59	14.18	37.82	5			desconocido
398	multiplicación	25	114.97	3488	8.21	14.10	85.69	14			desconocido
399	emigrante	49	225.33	6853	16.13	14.06	167.74	33			desconocido
400	bioquímico	15	68.98	2098	4.94	14.06	51.35	5			desconocido
401	gitanos	18	82.78	2524	5.94	14.03	61.53	11			desconocido
402	cohorte	12	55.18	1684	3.96	14.02	41.00	10			desconocido
403	aplicado	120	551.84	16918	39.82	13.95	408.99	51			desconocido
404	variabilidad	22	101.17	3103	7.30	13.94	74.96	13			desconocido
405	bacteriano	9	41.39	1270	2.99	13.94	30.66	5			desconocido
406	clonación	9	41.39	1286	3.03	13.76	30.45	7			desconocido
407	cualitativo	17	78.18	2432	5.72	13.75	57.48	15			desconocido
408	enunciado	14	64.38	2002	4.71	13.75	47.35	9			desconocido
