selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
351	auriculares	7	14.36	101	0.24	64.85	44.13	6			desconocido
352	macs	13	26.68	188	0.44	64.69	81.90	8			desconocido
353	sparc	19	38.99	276	0.65	64.38	119.52	11			desconocido
354	proteómica	11	22.57	160	0.38	64.29	69.17	7			desconocido
355	jobs	85	174.41	1239	2.92	64.14	534.12	24			desconocido
356	bootstrap	19	38.99	277	0.65	64.13	119.38	9			desconocido
357	compaq	27	55.40	394	0.93	64.07	169.60	15			desconocido
358	hardware	9	18.47	132	0.31	63.72	56.44	9	Q3966	0	raiz_de_dominio
359	granularidad	10	20.52	147	0.35	63.56	62.67	10			desconocido
360	multitarea	21	43.09	309	0.73	63.50	131.56	15			desconocido
361	imprimibl	7	14.36	103	0.24	63.50	43.85	7			desconocido
362	directx	38	77.97	560	1.32	63.39	237.93	16			desconocido
363	glove	20	41.04	297	0.70	62.88	124.92	5			desconocido
364	amigaos	12	24.62	179	0.42	62.57	74.84	5			desconocido
365	telnet	12	24.62	179	0.42	62.57	74.84	5			desconocido
366	asus	22	45.14	330	0.78	62.20	136.96	16			desconocido
367	escalado	6	12.31	91	0.21	61.47	37.22	5			desconocido
368	loader	16	32.83	243	0.57	61.38	99.20	6			desconocido
369	miniaturización	13	26.68	198	0.47	61.19	80.53	12			desconocido
370	silico	8	16.42	123	0.29	60.58	49.40	7			desconocido
371	stack	11	22.57	170	0.40	60.25	67.81	9			desconocido
372	proyector	10	20.52	155	0.36	60.06	61.59	7			desconocido
373	asic	22	45.14	342	0.80	59.87	135.36	15			desconocido
374	táctil	214	439.11	3335	7.85	59.71	1315.61	74			desconocido
375	icloud	8	16.42	125	0.29	59.54	49.14	6			desconocido
376	dispositivos	72	147.74	1127	2.65	59.43	441.99	64			desconocido
