selection_rank	term	freq_abs_domain	freq_rel_dom_ppm	freq_abs_global	freq_rel_glob_ppm	specificity_ratio	log_likelihood	n_articles	qid_wikidata	depth	nivel_abstraccion
284	funcional	85	527.07	16504	38.84	13.63	286.23	30			desconocido
285	theory	46	285.24	8954	21.07	13.60	154.68	22			desconocido
286	subjetivo	25	155.02	4877	11.48	13.57	83.97	14			desconocido
287	teoría	39	241.83	7619	17.93	13.55	130.88	18			desconocido
288	egipcio	30	186.02	5884	13.85	13.50	100.46	5			desconocido
289	metodología	42	260.43	8318	19.58	13.37	139.89	29			desconocido
290	entender él	20	124.02	4007	9.43	13.21	66.18	16			desconocido
291	auditivo	16	99.21	3212	7.56	13.18	52.89	6			desconocido
292	locución	10	62.01	2016	4.74	13.13	32.98	6			desconocido
293	prefijo	26	161.22	5292	12.46	13.00	85.28	8			desconocido
294	original	10	62.01	2083	4.90	12.70	32.37	6			desconocido
295	subyacente	25	155.02	5226	12.30	12.66	80.77	16			desconocido
296	interpretativo	12	74.41	2513	5.91	12.64	38.73	7			desconocido
297	acentuado	12	74.41	2517	5.92	12.62	38.69	7			desconocido
298	regla	204	1264.96	42796	100.73	12.61	657.71	64			desconocido
299	bíblico	55	341.04	11573	27.24	12.58	177.02	13			desconocido
300	adecuación	10	62.01	2119	4.99	12.49	32.06	5			desconocido
301	complemento	41	254.23	8726	20.54	12.43	131.10	10			desconocido
302	sujeto	85	527.07	18161	42.74	12.38	271.18	31			desconocido
303	procesamiento	60	372.05	12976	30.54	12.23	190.08	30			desconocido
304	routledge	20	124.02	4325	10.18	12.23	63.36	12			desconocido
305	alfabético	14	86.81	3034	7.14	12.21	44.30	9			desconocido
306	tono	149	923.92	32359	76.16	12.18	470.88	17			desconocido
307	literario	324	2009.05	70599	166.16	12.14	1021.95	62			desconocido
308	emotivo	16	99.21	3494	8.22	12.12	50.40	5			desconocido
309	english	58	359.65	12673	29.83	12.11	182.65	20			desconocido
310	coloquial	13	80.61	2878	6.77	11.95	40.63	9			desconocido
311	escrituras	11	68.21	2462	5.79	11.82	34.15	5			desconocido
312	sistemático	52	322.44	11688	27.51	11.77	161.05	29			desconocido
313	contexto	219	1357.97	49269	115.96	11.76	677.91	89			desconocido
314	narrativo	44	272.83	9951	23.42	11.70	135.78	11			desconocido
315	hablado	51	316.24	11595	27.29	11.63	156.89	29			desconocido
316	asimilación	12	74.41	2742	6.45	11.58	36.80	9			desconocido
317	cuantitativo	16	99.21	3676	8.65	11.51	48.91	7			desconocido
318	sociología	31	192.22	7129	16.78	11.50	94.71	15			desconocido
319	connotación	16	99.21	3685	8.67	11.48	48.84	11			desconocido
320	formal	120	744.09	27805	65.44	11.42	364.98	57			desconocido
321	alegórico	13	80.61	3048	7.17	11.28	39.26	7			desconocido
322	oral	72	446.46	16905	39.79	11.26	217.25	35			desconocido
323	derivación	18	111.61	4305	10.13	11.06	53.71	12			desconocido
324	crítica	47	291.44	11270	26.53	11.03	140.01	18			desconocido
325	omitir	17	105.41	4092	9.63	10.99	50.52	12			desconocido
326	ellis	26	161.22	6382	15.02	10.77	76.35	7			desconocido
327	literature	18	111.61	4466	10.51	10.66	52.50	8			desconocido
328	forense	19	117.81	4727	11.13	10.63	55.33	5			desconocido
329	haro	25	155.02	6223	14.65	10.62	72.77	6			desconocido
330	analizar	113	700.69	28187	66.34	10.60	328.51	51			desconocido
331	germánico	31	192.22	7735	18.21	10.60	90.10	15			desconocido
332	trastorno	80	496.06	20095	47.30	10.53	231.56	10			desconocido
333	lenguas	44	272.83	11062	26.04	10.52	127.29	20			desconocido
334	idioma	21	130.22	5284	12.44	10.51	60.72	14			desconocido
335	lógico	51	316.24	13252	31.19	10.17	144.49	21			desconocido
336	equivalencia	13	80.61	3407	8.02	10.09	36.63	10			desconocido
337	estructural	65	403.05	17068	40.17	10.07	182.93	26			desconocido
338	descifrar	12	74.41	3153	7.42	10.06	33.76	9			desconocido
339	studies	48	297.64	12658	29.79	10.02	134.71	20			desconocido
340	metáfora	20	124.02	5287	12.44	10.00	56.04	13			desconocido
